ID,StudentName,First5Attendance,First10Attendance,First15Attendance,Change5to10,Change10to15,Present15,Absent15,ConsecutiveAbsences,AttendanceTrend,FinalAttendance,Target
45958,Huzaifa Shah,80.0,60.0,60.0,-20.0,0.0,9,6,1,Stable,59.09090909090909,0
45959,Usman Siddiqui,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,86.36363636363636,1
45960,Haris Malik,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
45961,Huzaifa Butt,60.0,80.0,73.33333333333333,20.0,-6.666666666666671,11,4,0,Declining,72.72727272727273,1
45962,Taha Akram,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,1,Stable,50.0,0
45963,Hassan Qureshi,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,1,Stable,77.27272727272727,1
45964,Zainab Rehman,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,77.27272727272727,1
45965,Hassan Sheikh,80.0,70.0,60.0,-10.0,-10.0,9,6,2,Declining,59.09090909090909,0
45966,Muneeb Sheikh,60.0,40.0,33.33333333333333,-20.0,-6.666666666666671,5,10,3,Declining,36.36363636363637,0
45967,Bilal Chaudhry,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,72.72727272727273,1
45968,Amna Shah,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
45969,Ayesha Iqbal,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,1,Stable,54.54545454545454,0
45970,Ahmed Hussain,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,1,Stable,59.09090909090909,0
45971,Amna Hussain,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,50.0,0
45972,Laiba Malik,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,1,Declining,68.18181818181817,1
45973,Shahzaib Shah,60.0,50.0,40.0,-10.0,-10.0,6,9,2,Declining,45.45454545454545,0
45974,Usman Nawaz,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,31.818181818181817,0
45975,Fahad Farooq,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
45976,Fatima Nawaz,60.0,80.0,60.0,20.0,-20.0,9,6,0,Declining,72.72727272727273,1
45977,Ahmed Butt,20.0,30.0,46.666666666666664,10.0,16.666666666666664,7,8,0,Improving,50.0,0
45978,Talha Aslam,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,1,Stable,90.9090909090909,1
45979,Taha Shah,40.0,20.0,40.0,-20.0,20.0,6,9,0,Improving,36.36363636363637,0
45980,Iqra Javed,60.0,60.0,46.666666666666664,0.0,-13.333333333333336,7,8,3,Declining,45.45454545454545,0
45981,Hassan Siddiqui,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
45982,Umar Khan,40.0,30.0,26.666666666666668,-10.0,-3.333333333333332,4,11,1,Stable,22.727272727272727,0
45983,Ahmed Butt,20.0,40.0,33.33333333333333,20.0,-6.666666666666671,5,10,4,Declining,45.45454545454545,0
45984,Hassan Ali,80.0,90.0,80.0,10.0,-10.0,12,3,0,Declining,81.81818181818183,1
45985,Abdullah Farooq,60.0,80.0,86.66666666666667,20.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
45986,Ibrahim Nawaz,40.0,70.0,80.0,30.0,10.0,12,3,0,Improving,81.81818181818183,1
45987,Ahmed Aslam,80.0,60.0,46.666666666666664,-20.0,-13.333333333333336,7,8,2,Declining,59.09090909090909,0
45988,Danish Shah,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,0,Stable,68.18181818181817,1
45989,Sana Nawaz,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,68.18181818181817,1
45990,Fatima Rehman,60.0,70.0,60.0,10.0,-10.0,9,6,3,Declining,59.09090909090909,0
45991,Ayesha Qureshi,20.0,20.0,20.0,0.0,0.0,3,12,2,Stable,31.818181818181817,0
45992,Usman Qureshi,80.0,60.0,53.333333333333336,-20.0,-6.666666666666664,8,7,3,Declining,40.909090909090914,0
45993,Maham Sheikh,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
45994,Ali Qureshi,20.0,60.0,60.0,40.0,0.0,9,6,0,Stable,72.72727272727273,1
45995,Ali Nawaz,20.0,30.0,46.666666666666664,10.0,16.666666666666664,7,8,0,Improving,40.909090909090914,0
45996,Danish Raza,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,59.09090909090909,0
45997,Iqra Hussain,0.0,10.0,26.666666666666668,10.0,16.666666666666668,4,11,0,Improving,36.36363636363637,0
45998,Muneeb Iqbal,60.0,60.0,60.0,0.0,0.0,9,6,1,Stable,59.09090909090909,0
45999,Ali Khan,80.0,50.0,46.666666666666664,-30.0,-3.3333333333333357,7,8,0,Stable,54.54545454545454,0
46000,Taha Alam,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,59.09090909090909,0
46001,Maham Javed,100.0,70.0,73.33333333333333,-30.0,3.3333333333333286,11,4,0,Stable,81.81818181818183,1
46002,Usman Hussain,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,81.81818181818183,1
46003,Umar Qureshi,100.0,80.0,73.33333333333333,-20.0,-6.666666666666671,11,4,0,Declining,63.63636363636363,0
46004,Hira Chaudhry,60.0,80.0,66.66666666666666,20.0,-13.333333333333343,10,5,0,Declining,72.72727272727273,1
46005,Huzaifa Siddiqui,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
46006,Fatima Siddiqui,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,77.27272727272727,1
46007,Umar Hussain,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,3,Declining,45.45454545454545,0
46008,Laiba Alam,40.0,50.0,60.0,10.0,10.0,9,6,1,Improving,54.54545454545454,0
46009,Huzaifa Rehman,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
46010,Shahzaib Alam,80.0,90.0,80.0,10.0,-10.0,12,3,2,Declining,81.81818181818183,1
46011,Amna Malik,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,72.72727272727273,1
46012,Iqra Akram,60.0,50.0,53.333333333333336,-10.0,3.3333333333333357,8,7,0,Stable,68.18181818181817,1
46013,Maryam Akram,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
46014,Maryam Malik,60.0,80.0,86.66666666666667,20.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
46015,Maham Rehman,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,81.81818181818183,1
46016,Ibrahim Shah,40.0,40.0,53.333333333333336,0.0,13.333333333333336,8,7,0,Improving,50.0,0
46017,Fahad Butt,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
46018,Fahad Aslam,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,63.63636363636363,0
46019,Ahsan Alam,20.0,30.0,33.33333333333333,10.0,3.3333333333333286,5,10,2,Stable,31.818181818181817,0
46020,Fahad Alam,80.0,80.0,60.0,0.0,-20.0,9,6,3,Declining,59.09090909090909,0
46021,Ahsan Ali,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,59.09090909090909,0
46022,Shahzaib Alam,60.0,80.0,86.66666666666667,20.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
46023,Usman Chaudhry,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,90.9090909090909,1
46024,Iqra Ali,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,40.909090909090914,0
46025,Huzaifa Ali,100.0,60.0,60.0,-40.0,0.0,9,6,0,Stable,72.72727272727273,1
46026,Danish Nawaz,0.0,20.0,13.333333333333334,20.0,-6.666666666666666,2,13,6,Declining,13.636363636363635,0
46027,Hamza Butt,80.0,80.0,60.0,0.0,-20.0,9,6,1,Declining,54.54545454545454,0
46028,Danish Qureshi,40.0,60.0,46.666666666666664,20.0,-13.333333333333336,7,8,4,Declining,50.0,0
46029,Ayesha Nawaz,60.0,50.0,66.66666666666666,-10.0,16.666666666666657,10,5,0,Improving,72.72727272727273,1
46030,Hira Sheikh,80.0,80.0,86.66666666666667,0.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
46031,Ali Qureshi,0.0,40.0,40.0,40.0,0.0,6,9,2,Stable,40.909090909090914,0
46032,Maham Alam,80.0,70.0,80.0,-10.0,10.0,12,3,0,Improving,81.81818181818183,1
46033,Saad Sheikh,100.0,70.0,60.0,-30.0,-10.0,9,6,2,Declining,59.09090909090909,0
46034,Sana Butt,40.0,50.0,60.0,10.0,10.0,9,6,0,Improving,54.54545454545454,0
46035,Hira Khan,40.0,60.0,60.0,20.0,0.0,9,6,0,Stable,54.54545454545454,0
46036,Hassan Qureshi,20.0,50.0,40.0,30.0,-10.0,6,9,3,Declining,54.54545454545454,0
46037,Usman Hussain,100.0,60.0,53.333333333333336,-40.0,-6.666666666666664,8,7,1,Declining,45.45454545454545,0
46038,Hassan Rehman,40.0,60.0,73.33333333333333,20.0,13.333333333333329,11,4,0,Improving,72.72727272727273,1
46039,Huzaifa Iqbal,80.0,80.0,80.0,0.0,0.0,12,3,0,Stable,72.72727272727273,1
46040,Fahad Alam,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,40.909090909090914,0
46041,Ahsan Rehman,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,0,Stable,54.54545454545454,0
46042,Talha Hussain,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,1,Declining,54.54545454545454,0
46043,Ali Malik,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,59.09090909090909,0
46044,Bilal Ahmed,100.0,90.0,73.33333333333333,-10.0,-16.66666666666667,11,4,3,Declining,72.72727272727273,1
46045,Abdullah Nawaz,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
46046,Amna Iqbal,60.0,40.0,40.0,-20.0,0.0,6,9,0,Stable,40.909090909090914,0
46047,Zainab Chaudhry,100.0,90.0,80.0,-10.0,-10.0,12,3,1,Declining,72.72727272727273,1
46048,Iqra Farooq,40.0,60.0,60.0,20.0,0.0,9,6,0,Stable,54.54545454545454,0
46049,Hassan Akram,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,77.27272727272727,1
46050,Amna Siddiqui,40.0,20.0,20.0,-20.0,0.0,3,12,1,Stable,22.727272727272727,0
46051,Talha Khan,20.0,50.0,60.0,30.0,10.0,9,6,1,Improving,54.54545454545454,0
46052,Bilal Farooq,60.0,50.0,60.0,-10.0,10.0,9,6,1,Improving,63.63636363636363,0
46053,Hassan Hussain,40.0,20.0,20.0,-20.0,0.0,3,12,0,Stable,27.27272727272727,0
46054,Maryam Alam,100.0,90.0,80.0,-10.0,-10.0,12,3,1,Declining,86.36363636363636,1
46055,Umar Farooq,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
46056,Ahsan Aslam,60.0,60.0,46.666666666666664,0.0,-13.333333333333336,7,8,2,Declining,36.36363636363637,0
46057,Ibrahim Sheikh,80.0,50.0,33.33333333333333,-30.0,-16.66666666666667,5,10,5,Declining,36.36363636363637,0
46058,Laiba Rehman,0.0,20.0,40.0,20.0,20.0,6,9,0,Improving,45.45454545454545,0
46059,Hamza Javed,80.0,60.0,60.0,-20.0,0.0,9,6,1,Stable,63.63636363636363,0
46060,Muneeb Raza,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,90.9090909090909,1
46061,Iqra Khan,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,1,Stable,45.45454545454545,0
46062,Ahmed Raza,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,0,Declining,81.81818181818183,1
46063,Ali Raza,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,54.54545454545454,0
46064,Zainab Ali,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,77.27272727272727,1
46065,Amna Hussain,60.0,70.0,80.0,10.0,10.0,12,3,0,Improving,86.36363636363636,1
46066,Sana Raza,60.0,70.0,60.0,10.0,-10.0,9,6,2,Declining,54.54545454545454,0
46067,Haris Malik,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
46068,Ali Farooq,80.0,80.0,60.0,0.0,-20.0,9,6,3,Declining,59.09090909090909,0
46069,Fatima Javed,20.0,40.0,40.0,20.0,0.0,6,9,0,Stable,45.45454545454545,0
46070,Fatima Farooq,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,0,Declining,72.72727272727273,1
46071,Shahzaib Akram,80.0,40.0,40.0,-40.0,0.0,6,9,0,Stable,36.36363636363637,0
46072,Zainab Farooq,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,95.45454545454545,1
46073,Saad Nawaz,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,1,Declining,68.18181818181817,1
46074,Hassan Rehman,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
46075,Huzaifa Shah,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,81.81818181818183,1
46076,Sana Nawaz,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,90.9090909090909,1
46077,Hamza Akram,40.0,30.0,40.0,-10.0,10.0,6,9,0,Improving,36.36363636363637,0
46078,Umar Alam,80.0,60.0,53.333333333333336,-20.0,-6.666666666666664,8,7,2,Declining,54.54545454545454,0
46079,Huzaifa Shah,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,90.9090909090909,1
46080,Fahad Sheikh,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
46081,Huzaifa Hussain,60.0,40.0,46.666666666666664,-20.0,6.666666666666664,7,8,1,Improving,40.909090909090914,0
46082,Sana Rehman,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,3,Stable,54.54545454545454,0
46083,Fahad Qureshi,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,1,Stable,54.54545454545454,0
46084,Ahsan Qureshi,60.0,30.0,33.33333333333333,-30.0,3.3333333333333286,5,10,3,Stable,36.36363636363637,0
46085,Zainab Raza,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
46086,Maham Butt,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,0,Declining,59.09090909090909,0
46087,Hassan Akram,80.0,60.0,60.0,-20.0,0.0,9,6,0,Stable,54.54545454545454,0
46088,Hassan Ali,60.0,70.0,60.0,10.0,-10.0,9,6,3,Declining,59.09090909090909,0
46089,Umar Aslam,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,2,Declining,72.72727272727273,1
46090,Ahmed Farooq,100.0,90.0,86.66666666666667,-10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
46091,Ibrahim Butt,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,90.9090909090909,1
46092,Ahmed Sheikh,60.0,50.0,40.0,-10.0,-10.0,6,9,3,Declining,45.45454545454545,0
46093,Saad Nawaz,20.0,30.0,33.33333333333333,10.0,3.3333333333333286,5,10,0,Stable,45.45454545454545,0
46094,Ahmed Shah,20.0,20.0,20.0,0.0,0.0,3,12,0,Stable,22.727272727272727,0
46095,Ali Qureshi,20.0,10.0,20.0,-10.0,10.0,3,12,0,Improving,22.727272727272727,0
46096,Zainab Butt,20.0,50.0,53.333333333333336,30.0,3.3333333333333357,8,7,0,Stable,54.54545454545454,0
46097,Zainab Javed,80.0,90.0,73.33333333333333,10.0,-16.66666666666667,11,4,1,Declining,77.27272727272727,1
46098,Huzaifa Ali,60.0,70.0,73.33333333333333,10.0,3.3333333333333286,11,4,0,Stable,81.81818181818183,1
46099,Danish Javed,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
46100,Talha Rehman,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
46101,Ibrahim Ahmed,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,1,Stable,36.36363636363637,0
46102,Ibrahim Rehman,100.0,60.0,46.666666666666664,-40.0,-13.333333333333336,7,8,3,Declining,63.63636363636363,0
46103,Laiba Sheikh,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
46104,Sana Nawaz,80.0,80.0,60.0,0.0,-20.0,9,6,3,Declining,59.09090909090909,0
46105,Iqra Siddiqui,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,54.54545454545454,0
46106,Umar Javed,40.0,40.0,33.33333333333333,0.0,-6.666666666666671,5,10,0,Declining,36.36363636363637,0
46107,Ahmed Nawaz,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
46108,Ahmed Raza,80.0,60.0,60.0,-20.0,0.0,9,6,0,Stable,68.18181818181817,1
46109,Talha Hussain,60.0,40.0,53.333333333333336,-20.0,13.333333333333336,8,7,1,Improving,54.54545454545454,0
46110,Zainab Khan,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,1,Stable,63.63636363636363,0
46111,Laiba Nawaz,20.0,50.0,46.666666666666664,30.0,-3.3333333333333357,7,8,1,Stable,45.45454545454545,0
46112,Talha Aslam,40.0,60.0,53.333333333333336,20.0,-6.666666666666664,8,7,1,Declining,63.63636363636363,0
46113,Ahsan Qureshi,40.0,50.0,66.66666666666666,10.0,16.666666666666657,10,5,0,Improving,63.63636363636363,0
46114,Bilal Shah,40.0,30.0,40.0,-10.0,10.0,6,9,1,Improving,36.36363636363637,0
46115,Hassan Farooq,80.0,70.0,66.66666666666666,-10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
46116,Muneeb Malik,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,90.9090909090909,1
46117,Iqra Javed,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,1,Improving,59.09090909090909,0
46118,Ahsan Khan,60.0,70.0,60.0,10.0,-10.0,9,6,0,Declining,54.54545454545454,0
46119,Sana Aslam,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,54.54545454545454,0
46120,Bilal Chaudhry,100.0,100.0,100.0,0.0,0.0,15,0,0,Stable,100.0,1
46121,Amna Chaudhry,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,68.18181818181817,1
46122,Zain Butt,60.0,60.0,60.0,0.0,0.0,9,6,1,Stable,68.18181818181817,1
46123,Ahsan Khan,100.0,90.0,80.0,-10.0,-10.0,12,3,0,Declining,77.27272727272727,1
46124,Usman Rehman,80.0,90.0,80.0,10.0,-10.0,12,3,2,Declining,86.36363636363636,1
46125,Ibrahim Hussain,80.0,90.0,93.33333333333333,10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
46126,Zainab Hussain,60.0,70.0,60.0,10.0,-10.0,9,6,0,Declining,68.18181818181817,1
46127,Shahzaib Shah,100.0,100.0,80.0,0.0,-20.0,12,3,3,Declining,86.36363636363636,1
46128,Ahmed Khan,80.0,70.0,53.333333333333336,-10.0,-16.666666666666664,8,7,4,Declining,63.63636363636363,0
46129,Ibrahim Nawaz,100.0,80.0,66.66666666666666,-20.0,-13.333333333333343,10,5,1,Declining,68.18181818181817,1
46130,Fahad Ali,40.0,50.0,53.333333333333336,10.0,3.3333333333333357,8,7,0,Stable,54.54545454545454,0
46131,Danish Hussain,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,0,Declining,86.36363636363636,1
46132,Iqra Javed,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,1,Declining,72.72727272727273,1
46133,Haris Sheikh,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,1,Declining,59.09090909090909,0
46134,Saad Farooq,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
46135,Shahzaib Alam,60.0,80.0,86.66666666666667,20.0,6.666666666666671,13,2,0,Improving,90.9090909090909,1
46136,Iqra Butt,40.0,30.0,40.0,-10.0,10.0,6,9,0,Improving,40.909090909090914,0
46137,Iqra Rehman,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,90.9090909090909,1
46138,Ahmed Aslam,80.0,90.0,66.66666666666666,10.0,-23.333333333333343,10,5,3,Declining,72.72727272727273,1
46139,Huzaifa Rehman,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,59.09090909090909,0
46140,Bilal Malik,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,54.54545454545454,0
46141,Ali Alam,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,31.818181818181817,0
46142,Fahad Butt,80.0,70.0,60.0,-10.0,-10.0,9,6,0,Declining,63.63636363636363,0
46143,Muneeb Siddiqui,20.0,40.0,40.0,20.0,0.0,6,9,0,Stable,40.909090909090914,0
46144,Saad Iqbal,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,1,Stable,68.18181818181817,1
46145,Abdullah Nawaz,40.0,70.0,66.66666666666666,30.0,-3.333333333333343,10,5,0,Stable,77.27272727272727,1
46146,Umar Ali,80.0,70.0,80.0,-10.0,10.0,12,3,0,Improving,68.18181818181817,1
46147,Hassan Raza,40.0,50.0,60.0,10.0,10.0,9,6,1,Improving,72.72727272727273,1
46148,Haris Shah,40.0,40.0,60.0,0.0,20.0,9,6,0,Improving,68.18181818181817,1
46149,Shahzaib Malik,100.0,70.0,60.0,-30.0,-10.0,9,6,0,Declining,63.63636363636363,0
46150,Ibrahim Shah,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,2,Declining,45.45454545454545,0
46151,Fahad Raza,60.0,50.0,33.33333333333333,-10.0,-16.66666666666667,5,10,5,Declining,36.36363636363637,0
46152,Hamza Chaudhry,60.0,60.0,66.66666666666666,0.0,6.666666666666657,10,5,0,Improving,77.27272727272727,1
46153,Shahzaib Nawaz,100.0,70.0,73.33333333333333,-30.0,3.3333333333333286,11,4,0,Stable,63.63636363636363,0
46154,Huzaifa Ahmed,20.0,40.0,60.0,20.0,20.0,9,6,0,Improving,54.54545454545454,0
46155,Taha Sheikh,60.0,50.0,60.0,-10.0,10.0,9,6,0,Improving,59.09090909090909,0
46156,Zain Aslam,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,0,Declining,68.18181818181817,1
46157,Danish Farooq,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,86.36363636363636,1
46158,Ayesha Siddiqui,80.0,90.0,86.66666666666667,10.0,-3.3333333333333286,13,2,0,Stable,86.36363636363636,1
46159,Ali Ali,40.0,50.0,46.666666666666664,10.0,-3.3333333333333357,7,8,0,Stable,40.909090909090914,0
46160,Abdullah Ali,0.0,20.0,33.33333333333333,20.0,13.333333333333329,5,10,1,Improving,27.27272727272727,0
46161,Umar Shah,20.0,40.0,46.666666666666664,20.0,6.666666666666664,7,8,0,Improving,45.45454545454545,0
46162,Muneeb Javed,80.0,70.0,80.0,-10.0,10.0,12,3,0,Improving,81.81818181818183,1
46163,Hamza Chaudhry,100.0,100.0,86.66666666666667,0.0,-13.333333333333329,13,2,1,Declining,81.81818181818183,1
46164,Talha Butt,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,68.18181818181817,1
46165,Ahmed Ali,20.0,30.0,40.0,10.0,10.0,6,9,0,Improving,45.45454545454545,0
46166,Amna Hussain,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,0,Stable,77.27272727272727,1
46167,Hira Farooq,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,2,Stable,36.36363636363637,0
46168,Hassan Aslam,20.0,20.0,20.0,0.0,0.0,3,12,1,Stable,22.727272727272727,0
46169,Hamza Siddiqui,60.0,80.0,86.66666666666667,20.0,6.666666666666671,13,2,0,Improving,81.81818181818183,1
46170,Saad Raza,40.0,60.0,53.333333333333336,20.0,-6.666666666666664,8,7,0,Declining,45.45454545454545,0
46171,Usman Nawaz,40.0,50.0,60.0,10.0,10.0,9,6,0,Improving,59.09090909090909,0
46172,Hassan Alam,60.0,70.0,60.0,10.0,-10.0,9,6,3,Declining,68.18181818181817,1
46173,Haris Rehman,20.0,30.0,40.0,10.0,10.0,6,9,1,Improving,40.909090909090914,0
46174,Ahsan Javed,100.0,70.0,60.0,-30.0,-10.0,9,6,2,Declining,59.09090909090909,0
46175,Huzaifa Javed,20.0,20.0,33.33333333333333,0.0,13.333333333333329,5,10,0,Improving,31.818181818181817,0
46176,Talha Javed,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,0,Stable,68.18181818181817,1
46177,Talha Aslam,40.0,60.0,66.66666666666666,20.0,6.666666666666657,10,5,0,Improving,68.18181818181817,1
46178,Ahsan Khan,40.0,50.0,40.0,10.0,-10.0,6,9,4,Declining,45.45454545454545,0
46179,Zain Malik,80.0,80.0,73.33333333333333,0.0,-6.666666666666671,11,4,0,Declining,72.72727272727273,1
46180,Ayesha Qureshi,80.0,90.0,80.0,10.0,-10.0,12,3,0,Declining,77.27272727272727,1
46181,Ahmed Khan,100.0,90.0,93.33333333333333,-10.0,3.3333333333333286,14,1,0,Stable,95.45454545454545,1
46182,Bilal Nawaz,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,81.81818181818183,1
46183,Ahsan Qureshi,80.0,70.0,73.33333333333333,-10.0,3.3333333333333286,11,4,0,Stable,81.81818181818183,1
46184,Fahad Butt,100.0,80.0,86.66666666666667,-20.0,6.666666666666671,13,2,0,Improving,86.36363636363636,1
46185,Huzaifa Iqbal,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,54.54545454545454,0
46186,Talha Javed,80.0,60.0,66.66666666666666,-20.0,6.666666666666657,10,5,0,Improving,63.63636363636363,0
46187,Danish Ahmed,100.0,80.0,80.0,-20.0,0.0,12,3,0,Stable,86.36363636363636,1
46188,Usman Ahmed,20.0,10.0,13.333333333333334,-10.0,3.333333333333334,2,13,0,Stable,36.36363636363637,0
46189,Zainab Malik,60.0,50.0,66.66666666666666,-10.0,16.666666666666657,10,5,0,Improving,63.63636363636363,0
46190,Zain Shah,20.0,50.0,40.0,30.0,-10.0,6,9,3,Declining,36.36363636363637,0
46191,Muneeb Nawaz,100.0,100.0,93.33333333333333,0.0,-6.666666666666671,14,1,0,Declining,86.36363636363636,1
46192,Huzaifa Iqbal,60.0,70.0,66.66666666666666,10.0,-3.333333333333343,10,5,1,Stable,68.18181818181817,1
46193,Ahmed Hussain,20.0,20.0,13.333333333333334,0.0,-6.666666666666666,2,13,7,Declining,18.181818181818183,0
46194,Talha Farooq,60.0,50.0,46.666666666666664,-10.0,-3.3333333333333357,7,8,2,Stable,40.909090909090914,0
46195,Iqra Raza,100.0,90.0,73.33333333333333,-10.0,-16.66666666666667,11,4,2,Declining,68.18181818181817,1
46196,Hassan Sheikh,60.0,60.0,53.333333333333336,0.0,-6.666666666666664,8,7,3,Declining,54.54545454545454,0
46197,Amna Ahmed,60.0,60.0,60.0,0.0,0.0,9,6,0,Stable,45.45454545454545,0
46198,Zainab Shah,100.0,80.0,60.0,-20.0,-20.0,9,6,1,Declining,59.09090909090909,0
